cbsa_geoid,cbsa_name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score
48260,"Weirton-Steubenville, WV-OH Metro Area",179,-0.23528311504681665,49.73
34540,"Mount Vernon, OH Micro Area",166,-0.8403021654828601,19.68
13340,"Bellefontaine, OH Micro Area",127,-0.4815996754971915,38.05
49660,"Youngstown-Warren, OH Metro Area",275,0.07578256308457569,62.27
32020,"Marion, OH Micro Area",132,-0.7093554471850448,26.27
16380,"Celina, OH Micro Area",135,-1.1338648647214902,7.57
49780,"Zanesville, OH Micro Area",171,-0.9769911705988799,13.41
10420,"Akron, OH Metro Area",294,0.590058079061841,76.32
31900,"Mansfield, OH Metro Area",200,-0.34601160135183856,44.22
17060,"Chillicothe, OH Micro Area",137,-0.5556874389225983,34.05
23380,"Fremont, OH Micro Area",148,-0.782148790366166,22.81
39020,"Portsmouth, OH Micro Area",130,-0.608253091748695,31.14
45660,"Tiffin, OH Micro Area",149,-0.547162166075799,34.7
43380,"Sidney, OH Micro Area",119,-1.034142395134144,10.05
35420,"New Philadelphia-Dover, OH Micro Area",249,-0.7646495261973598,23.35
46780,"Van Wert, OH Micro Area",117,-1.2702025511632997,3.89
31930,"Marietta, OH Micro Area",160,-0.5644955348725893,33.62
49300,"Wooster, OH Micro Area",222,-0.6360739050564864,29.95
21120,"Elk City, OK Micro Area",101,-1.5785869535524868,0.76
20460,"Durant, OK Micro Area",123,-0.9951252751875098,12.11
36420,"Oklahoma City, OK Metro Area",261,0.5667797000447529,75.68
11620,"Ardmore, OK Micro Area",161,-0.42147426137676947,41.19
45140,"Tahlequah, OK Micro Area",82,-0.972496041204077,13.84
30020,"Lawton, OK Metro Area",117,-0.3006992228654529,46.7
46140,"Tulsa, OK Metro Area",300,0.6826583181406468,78.16
48220,"Weatherford, OK Micro Area",141,-1.2250403216806431,5.41
21420,"Enid, OK Metro Area",163,-0.47280216372519845,38.49
11060,"Altus, OK Micro Area",89,-1.2675412190960382,4
38620,"Ponca City, OK Micro Area",142,-1.3361047407167128,3.03
34780,"Muskogee, OK Micro Area",151,-0.8406329782468541,19.57
33060,"Miami, OK Micro Area",115,-0.833425428430208,20.22
44660,"Stillwater, OK Micro Area",141,-0.15230192740246506,53.3
32540,"McAlester, OK Micro Area",134,-0.990474619841921,12.32
10220,"Ada, OK Micro Area",115,-0.3762718016524762,42.92
43060,"Shawnee, OK Micro Area",155,-0.6372280338954465,29.84
20340,"Duncan, OK Micro Area",135,-1.145780343900647,7.24
25100,"Guymon, OK Micro Area",79,-1.803601052832926,0.32
12780,"Bartlesville, OK Micro Area",144,-0.2753205269995525,47.68
49260,"Woodward, OK Micro Area",136,-1.243164232038784,4.54
12520,"Baker City, OR Micro Area",140,-0.0049325898790930295,59.46
18700,"Corvallis, OR Metro Area",151,1.279590345769376,87.78
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",357,2.110445220677162,96.11
11820,"Astoria, OR Micro Area",161,1.0377465993896973,83.57
18300,"Coos Bay-North Bend, OR Micro Area",178,0.32889217098049195,69.73
13460,"Bend, OR Metro Area",281,1.351773410351544,89.19
15060,"Brookings, OR Micro Area",153,0.6439077214199741,77.62
40700,"Roseburg, OR Micro Area",181,-0.2954016280543427,46.92
26220,"Hood River, OR Micro Area",137,1.056218583257294,83.68
32780,"Medford, OR Metro Area",271,0.6818383306141684,78.05
24420,"Grants Pass, OR Metro Area",195,0.41985556395216,72.76
28900,"Klamath Falls, OR Micro Area",184,-0.33359822044354137,44.86
21660,"Eugene-Springfield, OR Metro Area",279,1.0110505733637396,83.03
35440,"Newport, OR Micro Area",146,1.1600876997340979,86.38
10540,"Albany, OR Metro Area",195,-0.3483492043352142,44
41420,"Salem, OR Metro Area",216,0.39889476716482775,71.89
25840,"Hermiston-Pendleton, OR Micro Area",141,-0.7675189600123278,23.03
29260,"La Grande, OR Micro Area",144,-0.5233931679554267,36.43
45520,"The Dalles, OR Micro Area",132,-0.3235789609711132,45.62
23900,"Gettysburg, PA Metro Area",187,0.021375028595209403,60.65
38300,"Pittsburgh, PA Metro Area",319,0.8331195301915372,80.22
39740,"Reading, PA Metro Area",265,0.3831760312385123,71.57
11020,"Altoona, PA Metro Area",215,-0.20856336884747032,51.24
42380,"Sayre, PA Micro Area",146,-0.8746324837835019,18.05
27780,"Johnstown, PA Metro Area",204,-0.10219876645308143,55.24
44300,"State College, PA Metro Area",146,0.9162775865988841,81.3
20180,"DuBois, PA Micro Area",170,-0.8598434435346971,18.59
30820,"Lock Haven, PA Micro Area",145,-0.5700527872237693,33.08
14100,"Bloomsburg-Berwick, PA Micro Area",159,-0.32396709704621457,45.51
32740,"Meadville, PA Micro Area",198,-0.3876294108768159,42.38
25420,"Harrisburg-Carlisle, PA Metro Area",205,1.0703747451300536,84.11
41260,"St. Marys, PA Micro Area",128,-0.7285686330408921,25.51
21500,"Erie, PA Metro Area",228,0.39261999500011857,71.68
16540,"Chambersburg, PA Metro Area",190,-0.5856999360857994,32.43
26500,"Huntingdon, PA Micro Area",133,-0.8781234180920423,17.84
26860,"Indiana, PA Micro Area",180,-0.7055087803623232,26.49
42540,"Scranton--Wilkes-Barre, PA Metro Area",261,0.24897829482082362,67.57
29540,"Lancaster, PA Metro Area",329,0.48743326289951466,74.7
30140,"Lebanon, PA Metro Area",198,-0.4795796859113564,38.16
48700,"Williamsport, PA Metro Area",218,-0.14580444090501887,53.62
14620,"Bradford, PA Micro Area",139,-0.9447243087868651,15.03
25850,"Hermitage, PA Micro Area",195,-0.400858889418149,42.16
30380,"Lewistown, PA Micro Area",168,-0.9750620618896819,13.51
20700,"East Stroudsburg, PA Micro Area",171,0.5685203628205376,76
44980,"Sunbury, PA Micro Area",173,-0.22010536038890843,50.49
25770,"Hemlock Farms, PA Micro Area",136,0.40914699114870906,72.32
39060,"Pottsville, PA Micro Area",199,-0.48777063752022454,37.73
42780,"Selinsgrove, PA Micro Area",150,-0.7853736014535253,22.59
43740,"Somerset, PA Micro Area",198,-0.5648813791802656,33.51
30260,"Lewisburg, PA Micro Area",122,-0.4139642878351365,41.41
36340,"Oil City, PA Micro Area",174,-0.379125552664772,42.7
47620,"Warren, PA Micro Area",137,-0.9098665235104267,16.65
49620,"York-Hanover, PA Metro Area",270,0.31264656662821544,69.41
24940,"Greenwood, SC Micro Area",163,-0.254789251167539,48.54
24860,"Greenville-Anderson-Greer, SC Metro Area",286,0.6232154812098708,77.08
25940,"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",199,1.670912830645317,92.54
16700,"Charleston-North Charleston, SC Metro Area",302,1.6118834298157865,92.11
17900,"Columbia, SC Metro Area",276,0.7860496272020716,79.78
23500,"Gaffney, SC Micro Area",148,-0.22577644757047893,50.16
22500,"Florence, SC Metro Area",188,-0.2746752203195495,47.78
34680,"Murrells Inlet, SC Micro Area",162,0.7172979261901381,79.03
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",235,1.4262990656716046,90.05
35140,"Newberry, SC Micro Area",119,-0.7489822261292974,24.22
42860,"Seneca, SC Micro Area",179,0.37725450070783906,71.14
36700,"Orangeburg, SC Micro Area",162,-0.7430145738798755,24.76
43900,"Spartanburg, SC Metro Area",245,0.13246024505436824,63.89
44940,"Sumter, SC Metro Area",152,-0.26628935872526327,48
26700,"Huron, SD Micro Area",123,-1.2577962339631061,4.22
15100,"Brookings, SD Micro Area",129,-0.12826773981507036,53.95
10100,"Aberdeen, SD Micro Area",173,-0.6968005844062848,27.35
46820,"Vermillion, SD Micro Area",77,-0.2500856648302687,48.86
47980,"Watertown, SD Micro Area",170,-0.5447540432352661,34.92
39660,"Rapid City, SD Metro Area",246,0.38220290640095117,71.46
33580,"Mitchell, SD Micro Area",154,-0.45105497657052684,39.68
38180,"Pierre, SD Micro Area",129,-0.18517165295682775,51.89
43940,"Spearfish, SD Micro Area",166,0.4335031811738294,73.41
49460,"Yankton, SD Micro Area",142,-0.5733741298420214,32.76
28940,"Knoxville, TN Metro Area",270,0.8394262965730462,80.32
43180,"Shelbyville, TN Micro Area",136,-0.6513419254665481,29.41
17420,"Cleveland, TN Metro Area",197,0.08789081707717876,62.38
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",328,1.8977977820106329,94.92
27740,"Johnson City, TN Metro Area",191,0.29595788853394583,68.54
27180,"Jackson, TN Metro Area",211,-0.45655857101076697,39.24
35460,"Newport, TN Micro Area",118,-0.5083927678957473,37.19
46100,"Tullahoma-Manchester, TN Micro Area",145,-0.024227060253634268,58.59
18900,"Crossville, TN Micro Area",165,-0.05826110979850886,56.65
20540,"Dyersburg, TN Micro Area",117,-1.1734879268284801,6.59
49010,"Winchester, TN Micro Area",131,-0.6343651685911952,30.16
24620,"Greeneville, TN Micro Area",154,-0.8343099238535815,20.11
34100,"Morristown, TN Metro Area",186,-0.48309790164023336,37.95
28700,"Kingsport-Bristol, TN-VA Metro Area",227,-0.049016155248495834,57.51
37540,"Paris, TN Micro Area",153,-0.5898629101028935,32.22
18260,"Cookeville, TN Micro Area",200,-0.3562652468164139,43.68
29980,"Lawrenceburg, TN Micro Area",145,-0.9222141557638882,16.22
22190,"Fayetteville, TN Micro Area",126,-0.7134904812810058,26.16
11940,"Athens, TN Micro Area",157,-1.0651899799754045,9.3
30280,"Lewisburg, TN Micro Area",139,-0.530254829291752,35.89
46460,"Union City, TN Micro Area",127,-1.1220338408699546,8.11
42940,"Sevierville, TN Micro Area",142,1.581625976105571,91.89
32660,"McMinnville, TN Micro Area",144,-0.7383273549219403,24.86
32280,"Martin, TN Micro Area",119,-0.7653849107522671,23.14
37300,"Palestine, TX Micro Area",151,0.2947655699884852,68.43
11380,"Andrews, TX Micro Area",85,-0.9522379140475192,14.49
31260,"Lufkin, TX Micro Area",168,-0.6131746030290482,30.92
18580,"Corpus Christi, TX Metro Area",231,0.22684797246226485,66.92
48660,"Wichita Falls, TX Metro Area",177,-0.5510081098513074,34.27
11100,"Amarillo, TX Metro Area",250,-0.322749797451999,45.73
41700,"San Antonio-New Braunfels, TX Metro Area",251,0.8423373588833524,80.43
26420,"Houston-Pasadena-The Woodlands, TX Metro Area",335,1.2015847896913026,87.14
12420,"Austin-Round Rock-San Marcos, TX Metro Area",286,3.0984245941801234,99.03
