"commuting_zone_geoid","commuting_zone_name","industrial_diversity","economic_complexity_index","economic_complexity_percentile_score","constituent_county_geoids","constituent_state_fips","constituent_state_names","n_constituent_counties","n_constituent_states"
"453","Mitchell, SD",161,-0.82510521846795,20.58,"46003|46005|46035|46061|46073|46111","46","South Dakota",6,1
"454","Brookings, SD",177,-0.618565896974729,28.4,"46011|46025|46029|46039|46057|46077","46","South Dakota",6,1
"455","Aberdeen, SD",163,-0.848898907442417,19.56,"46013|46045|46049|46089|46115","46","South Dakota",5,1
"456","Chamberlain, SD",82,-1.67111413802856,1.53,"46015|46017|46059|46069|46085","46","South Dakota",5,1
"457","Rapid, SD",263,0.232282017117019,64.63,"46019|46033|46047|46081|46093|46103","46","South Dakota",6,1
"458","Parkston, SD",105,-1.26723294256859,7.65,"46023|46043|46067","46","South Dakota",3,1
"459","North Eagle Butte, SD",64,-1.32314910208094,6.63,"46041|46137","46","South Dakota",2,1
"460","Winner, SD",106,-1.04362205797125,14.12,"46053|46123","46","South Dakota",2,1
"461","Philip, SD",76,-1.05111232490046,13.78,"46055|46071","46","South Dakota",2,1
"462","Buffalo, SD",49,-1.44954974790484,4.42,"46063","46","South Dakota",1,1
"463","Pierre, SD",131,-0.36189219224815,39.46,"46065|46107|46117|46119","46","South Dakota",4,1
"464","Knoxville, TN",280,1.00238426572368,83.84,"47001|47009|47013|47093|47105|47123|47129|47145|47151|47173","47","Tennessee",10,1
"465","Murfreesboro, TN",266,0.65274960407501,77.55,"47003|47015|47031|47051|47061|47117|47127|47149","47","Tennessee",8,1
"466","Paris, TN",185,-0.449326378003248,36.56,"47005|47017|47079","47","Tennessee",3,1
"467","Johnson, TN",245,0.249486913431082,65.65,"47019|47059|47073|47163|47171|47179|51169|51191|51520","47|51","Tennessee|Virginia",9,2
"468","Nashville-Davidson, TN",310,2.42385631329774,97.79,"47021|47037|47043|47081|47085|47111|47147|47159|47165|47169|47187|47189","47","Tennessee",12,1
"469","Jackson, TN",246,-0.10657286590024,52.04,"47023|47033|47039|47053|47069|47071|47075|47077|47109|47113","47","Tennessee",10,1
"470","Cookeville, TN",228,-0.0522418719329578,54.25,"47027|47041|47087|47133|47137|47141|47175|47177|47185","47","Tennessee",9,1
"471","Morristown, TN",218,0.586834109965046,76.02,"47029|47057|47063|47089|47155","47","Tennessee",5,1
"472","Crossville, TN",160,-0.0520024292896178,54.42,"47035|47049","47","Tennessee",2,1
"473","Dyersburg, TN",123,-0.844186928781705,19.73,"47045|47095|47097","47","Tennessee",3,1
"474","Columbia, TN",238,0.171581472473127,62.24,"47055|47099|47101|47119|47135|47181","47","Tennessee",6,1
"475","Tyler, TX",262,-0.262316803463683,44.73,"48001|48073|48213|48225|48423|48467|48499","48","Texas",7,1
"476","Odessa, TX",176,-0.44157164071131,37.24,"48003|48103|48135|48173|48227|48317|48329|48389|48461|48475","48","Texas",10,1
"477","Lufkin, TX",184,-0.683648991855527,26.02,"48005|48373|48455|48457","48","Texas",4,1
"478","McAllen, TX",220,-0.079925652685766,52.89,"48007|48025|48215|48261|48273|48355|48391|48409|48427","48","Texas",9,1
"479","Amarillo, TX",258,-0.303790797508306,43.54,"48011|48065|48129|48233|48359|48375|48381","48","Texas",7,1
"480","San Antonio, TX",250,0.71756454891397,79.42,"48013|48019|48029|48091|48163|48187|48255|48259|48283|48297|48311|48325|48479|48493","48","Texas",14,1
"481","Houston, TX",325,1.18488722494911,87.24,"48015|48039|48071|48157|48167|48201|48291|48321|48339|48407|48471|48473|48481","48","Texas",13,1
"482","Austin, TX",288,2.65859861056078,98.3,"48021|48031|48053|48055|48209|48287|48299|48411|48453|48491","48","Texas",10,1
"483","Snyder, TX",142,-1.08738403626105,12.41,"48023|48125|48207|48263|48269|48275|48415","48","Texas",7,1
"484","Killeen, TX",220,0.1984206314157,63.1,"48027|48035|48099|48145|48217|48281|48309|48331","48","Texas",8,1
"485","Lubbock, TX",236,-0.0021107303563236,55.61,"48033|48079|48107|48115|48169|48219|48303|48305|48445","48","Texas",9,1
"486","College Station--Bryan, TX",190,0.152923089561006,61.39,"48041|48051|48185|48395|48477","48","Texas",5,1
"487","Alpine, TX",120,-0.161525634696335,48.98,"48043|48243|48377","48","Texas",3,1
"488","Plainview, TX",137,-1.15275828024433,10.03,"48045|48153|48189|48191|48437","48","Texas",5,1
"489","Alice, TX",101,-1.01253098517028,14.8,"48047|48131|48247|48249","48","Texas",4,1
"490","Brownwood, TX",193,-0.763239973053681,22.45,"48049|48083|48093|48143|48193|48333","48","Texas",6,1
"491","Victoria, TX",214,-0.55527286775916,32.14,"48057|48123|48175|48239|48285|48469","48","Texas",6,1
"492","Abilene, TX",199,-0.229003107841537,46.26,"48059|48253|48417|48433|48441","48","Texas",5,1
"493","Brownsville, TX",176,0.24481134942587,65.31,"48061|48489","48","Texas",2,1
"494","Childress, TX",134,0.121559992942845,60.03,"48075|48087|48101","48","Texas",3,1
"495","San Angelo, TX",203,-0.610293526059833,28.74,"48081|48095|48105|48235|48383|48399|48413|48431|48435|48451","48","Texas",10,1
"496","Gonzales, TX",175,-0.700345203265309,25.51,"48089|48149|48177","48","Texas",3,1
"497","Greenville, TX",215,-0.471061096554351,35.54,"48119|48223|48231|48277|48379|48387","48","Texas",6,1
"498","Eagle Pass, TX",153,-0.635059635102107,27.38,"48127|48271|48323|48465|48507","48","Texas",5,1
"499","Graham, TX",170,-0.954293877444639,16.33,"48133|48237|48429|48447|48503","48","Texas",5,1
"500","Uvalde, TX",151,-0.626594084902241,27.72,"48137|48385|48463","48","Texas",3,1
"501","Sweetwater, TX",114,-1.2384394122134,8.16,"48151|48335|48353","48","Texas",3,1
"502","Vernon, TX",104,-1.14304936666472,10.71,"48155|48197|48487","48","Texas",3,1
"503","Mexia, TX",123,-1.30136242396729,6.97,"48161|48289|48293|48313","48","Texas",4,1
"504","Seminole, TX",137,-1.22693449401348,8.84,"48165|48501","48","Texas",2,1
"505","Kerrville, TX",216,0.180690237770722,62.76,"48171|48265|48319","48","Texas",3,1
"506","Pampa, TX",132,-1.09284105028986,12.07,"48179|48211|48393|48483","48","Texas",4,1
"507","Longview, TX",248,-0.31705804268193,41.84,"48183|48203|48315|48365|48401|48459","48","Texas",6,1
"508","Fort Worth, TX",336,0.957811499404934,82.99,"48221|48251|48363|48367|48425|48439|48497","48","Texas",7,1
"509","Brady, TX",126,-0.83741508183001,20.07,"48267|48307|48327","48","Texas",3,1
"510","Matador, TX",94,-0.221692144080248,46.43,"48345","48","Texas",1,1
"511","Nacogdoches, TX",167,-0.870033488945636,18.88,"48347|48403|48405|48419","48","Texas",4,1
"512","Fort Stockton, TX",109,-1.5110213686681,3.57,"48371","48","Texas",1,1
"513","Sanderson, TX",60,-0.29413421141347,43.88,"48443","48","Texas",1,1
"514","Zapata--Medina, TX",94,-0.585835826088307,29.93,"48505","48","Texas",1,1
"515","Price, UT",122,-0.86315773440352,19.22,"49007|49015","49","Utah",2,1
"516","Vernal, UT",168,-0.70758233663295,25.34,"49009|49013|49047","49","Utah",3,1
"517","Salt Lake, UT",363,1.93603506660482,95.07,"49011|49023|49029|49035|49039|49043|49045|49049|49051|49057","49","Utah",10,1
"518","Richfield, UT",150,-0.622246672746313,28.23,"49017|49031|49041|49055","49","Utah",4,1
"519","Moab, UT",117,0.299597434976137,67.35,"49019|49037","49","Utah",2,1
"520","Delta, UT",95,-1.06940271057603,13.27,"49027","49","Utah",1,1
"521","Burlington, VT",263,1.05891011298489,84.69,"50001|50007|50011|50013|50015|50021","50","Vermont",6,1
"522","Chincoteague, VA",115,0.103041013836778,59.35,"51001|51131","51","Virginia",2,1
"523","Charlottesville, VA",183,1.79344630806494,94.9,"51003|51065|51079|51109|51125|51540","51","Virginia",6,1
"524","Covington, VA",125,0.0398325073952834,57.65,"51005|51017|51580","51","Virginia",3,1
"525","Richmond, VA",273,1.60230582233051,92.69,"51007|51036|51041|51053|51075|51085|51087|51097|51101|51127|51145|51149|51183|51570|51670|51730|51760","51","Virginia",17,1
"526","Lynchburg, VA",207,0.404080185007263,70.75,"51009|51011|51019|51031|51680","51","Virginia",5,1
"527","Harrisonburg, VA",226,0.336566068203363,68.54,"51015|51091|51139|51165|51171|51660|51790|51820","51","Virginia",8,1
"528","Roanoke, VA",227,0.545836843964013,73.98,"51023|51045|51063|51067|51071|51121|51155|51161|51750|51770|51775","51","Virginia",11,1
"529","Bluefield, WV-VA",160,-0.591473481204175,29.76,"51027|51167|51185|54047|54055","51|54","Virginia|West Virginia",5,2
"530","Farmville, VA",160,-0.424765580214301,37.76,"51029|51037|51049|51083|51111|51135|51147","51","Virginia",7,1
"531","Fredericksburg, VA",204,1.03954317581813,84.52,"51033|51099|51177|51179|51193|51630","51","Virginia",6,1
"532","Leesburg, VA",235,1.63829937436269,93.03,"51043|51069|51107|51187|51840|54003|54027|54037|54065","51|54","Virginia|West Virginia",9,2
"533","Warrenton--New Baltimore, VA",211,0.67005968753481,78.4,"51047|51061|51113|51137|51157","51","Virginia",5,1
"534","Wise--Norton, VA",116,-1.01761055506369,14.63,"51051|51105|51195|51720","51","Virginia",4,1
"535","Tappahannock, VA",172,0.0368683015210047,57.31,"51057|51103|51133|51159","51","Virginia",4,1
"536","Newport News, VA",159,1.33013671760512,89.97,"51073|51095|51115|51119|51199|51650|51700|51735|51830","51","Virginia",9,1
"537","Martinsville, VA",154,0.030903690447833,56.8,"51089|51141|51690","51","Virginia",3,1
"538","Lexington, VA",136,0.220072159468503,64.12,"51163|51530|51678","51","Virginia",3,1
"539","Moses Lake, WA",130,-0.662748842902438,26.36,"53001|53025","53","Washington",2,1
"540","Wenatchee, WA",172,0.301073364849583,67.52,"53007|53017","53","Washington",2,1
"541","Sequim, WA",199,0.758969991411984,80.1,"53009|53031","53","Washington",2,1
"542","Seattle--Tacoma, WA",278,2.36317829120986,97.28,"53029|53033|53035|53041|53045|53053|53057|53061|53067|53073","53","Washington",10,1
"543","Yakima, WA",166,-0.482766103938456,35.03,"53037|53077","53","Washington",2,1
"544","Friday Harbor, WA",199,1.37527194224964,90.65,"53055","53","Washington",1,1
"545","Elkins, WV",139,-0.638082206999275,27.21,"54001|54075|54083|54093","54","West Virginia",4,1
"546","Charleston, WV",212,0.204109736381513,63.27,"54005|54013|54015|54035|54039|54043|54079|54087","54","West Virginia",8,1
"547","Morgantown, WV",178,-0.319583392467069,41.67,"54007|54017|54021|54033|54041|54049|54061|54077|54091|54097","54","West Virginia",10,1
"548","Beckley, WV",178,-0.16379533332875,48.47,"54019|54025|54063|54081|54089|54109","54","West Virginia",6,1
"549","Summersville, WV",126,-0.496392209442766,34.35,"54067|54101","54","West Virginia",2,1
"550","Wausau, WI",266,-0.158136561278781,49.32,"55001|55019|55067|55069|55073|55097|55119|55141","55","Wisconsin",8,1
"551","Ashland, WI",152,-0.221292407192212,46.77,"55003|55007|55099","55","Wisconsin",3,1
"552","Rice Lake, WI",213,-0.300518362864981,43.71,"55005|55013|55095|55107|55113|55129","55","Wisconsin",6,1
"553","Green Bay, WI",271,0.465278817810876,72.79,"55009|55029|55061|55078|55083|55115","55","Wisconsin",6,1
"554","Appleton, WI",277,0.284046380233566,66.5,"55015|55027|55039|55047|55087|55135|55137|55139","55","Wisconsin",8,1
"555","Madison, WI",275,1.22261673800586,87.76,"55021|55025|55045|55049|55065|55077|55103|55111","55","Wisconsin",8,1
"556","Rhinelander, WI",190,-0.154075521924239,49.66,"55041|55085|55125","55","Wisconsin",3,1
"557","Milwaukee, WI",355,1.43508036843613,91.67,"55055|55079|55089|55105|55127|55131|55133","55","Wisconsin",7,1
"558","Sheboygan, WI",202,0.0322004923635927,56.97,"55071|55117","55","Wisconsin",2,1
"559","Cody, WY",194,-0.539949341004482,32.99,"56003|56029","56","Wyoming",2,1
"560","Gillette, WY",156,-1.28076561488477,7.31,"56005|56011|56045","56","Wyoming",3,1
"561","Rock Springs, WY",148,-1.20494734628792,9.18,"56007|56037","56","Wyoming",2,1
"562","Casper, WY",232,-0.150736153707117,49.83,"56009|56025|56027","56","Wyoming",3,1
"563","Riverton, WY",187,-0.560023668764602,31.63,"56013|56017|56043","56","Wyoming",3,1
"564","Torrington, WY",134,-1.17979885902493,9.52,"56015|56031","56","Wyoming",2,1
